Symbol,Date,Calendar Year,Period,Revenue Per Share,Net Income Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Cash Per Share,Book Value Per Share,Tangible Book Value Per Share,Shareholders Equity Per Share,Interest Debt Per Share,Market Cap,Enterprise Value,Pe Ratio,Price To Sales Ratio,Pocfratio,Pfcf Ratio,Pb Ratio,Ptb Ratio,Ev To Sales,Enterprise Value Over EBITDA,Ev To Operating Cash Flow,Ev To Free Cash Flow,Earnings Yield,Free Cash Flow Yield,Debt To Equity,Debt To Assets,Net Debt To EBITDA,Current Ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,Sales General And Administrative To Revenue,Research And Ddevelopement To Revenue,Intangibles To Total Assets,Capex To Operating Cash Flow,Capex To Revenue,Capex To Depreciation,Stock Based Compensation To Revenue,Graham Number,Roic,Return On Tangible Assets,Graham Net Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days Of Inventory On Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,Roe,Capex Per Share,Ticker
BLCO,2023-12-31,2023,FY,11.828815977175463,-0.7417974322396577,-0.04850213980028531,-0.5649072753209701,0.9443651925820257,19.743223965763196,-3.549215406562054,19.543509272467904,13.823109843081312,5979530000.0,10210530000.0,-22.998192307692307,1.4422407139411482,-351.73705882352937,-30.199646464646463,0.8729240875912407,0.8729240875912407,2.462742402315485,16.989234608985026,-600.6194117647059,-51.568333333333335,-0.04348167832588849,-0.033112970417407385,0.665985401459854,0.33938402023508407,7.039933444259567,1.7365421152628246,0.45936395759717313,0.06854838709677419,0.0,0.0,0.3282682103232031,0.07814761215629522,0.6073500967117988,-10.647058823529411,0.04365653642064641,0.4738219895287958,0.017848528702363725,18.060725688452948,0.017018652950392527,-0.04926108374384237,-14.401569186875891,1163000000,-1244000000,-3780000000,10717000000,781500000.0,446000000.0,828000000.0,73.86275928605886,116.0353227771011,228.51400730816079,4.941597139451728,3.1455938697318007,1.5972762645914398,-0.03795620437956204,0.5164051355206848,BLCO
BLCO,2022-12-31,2022,FY,10.765714285714285,0.04285714285714286,0.9857142857142858,0.4857142857142857,1.0114285714285713,20.28857142857143,1.5314285714285714,20.094285714285714,7.377142857142857,5428500000.0,7510500000.0,361.9,1.4406847133757963,15.734782608695651,31.93235294117647,0.7718612256505047,0.7718612256505047,1.993232484076433,16.434354485776804,21.769565217391303,44.17941176470588,0.002763194252555955,0.03131620152896749,0.346367126404095,0.2185929648241206,4.555798687089715,1.6489197530864197,1.417808219178082,23.0,0.0,0.0,0.3075902335456476,0.08147558386411889,0.5891062455132807,0.5072463768115942,0.04644373673036093,0.46174142480211083,0.016454352441613588,4.4018896684334585,0.004491947045658726,0.0032758244158113126,-8.09142857142857,841000000,536000000,-1906000000,8706000000,722500000.0,304500000.0,600000000.0,70.13269639065817,88.90717577353523,150.9019091507571,5.204419889502763,4.105405405405405,2.4187898089171975,0.00213280250248827,0.5,BLCO
BLCO,2021-12-31,2021,FY,10.757142857142858,0.52,2.494285714285714,1.8971428571428572,0.49714285714285716,26.86285714285714,7.291428571428572,26.654285714285713,0.32,7000000000.0,6938000000.0,38.46153846153846,1.8592297476759627,8.018327605956472,10.542168674698795,0.7503483760317291,0.7503483760317291,1.8427622841965472,8.838216560509554,7.947308132875143,10.448795180722891,0.026000000000000002,0.09485714285714286,0.012005574016507665,0.010348332255382058,-0.07898089171974522,1.4877161055505004,0.0,4.523316062176166,0.0,0.0,0.2799468791500664,0.07197875166002655,0.6329113924050633,0.23940435280641467,0.05551128818061089,0.5036144578313253,0.016467463479415672,17.659420796196656,0.021149888849584877,0.04580921218223005,-1.2007142857142856,536000000,2552000000,214000000,8611000000,683000000.0,208500000.0,594000000.0,69.89774236387782,59.46489434219496,142.31765507839128,5.221914008321775,6.138075313807532,2.5646853146853146,0.019509057776824955,0.5971428571428572,BLCO
BLCO,2020-12-31,2020,FY,9.748571428571429,-0.04857142857142857,1.4914285714285713,0.7514285714285714,0.68,28.537142857142857,7.831428571428572,28.337142857142858,0.2885714285714286,7000000000.0,6863000000.0,-411.7647058823529,2.0515826494724503,13.409961685823756,26.61596958174905,0.7057874571486187,0.7057874571486187,2.011430246189918,9.150666666666666,13.147509578544062,26.09505703422053,-0.0024285714285714284,0.03757142857142857,0.01018350473885864,0.00896502751642109,-0.18266666666666667,1.8195819581958195,0.0,-30.705882352941178,0.0,0.0,0.283704572098476,0.07415005861664713,0.6432629149653826,0.49616858237547895,0.07590855803048066,0.5859728506787331,0.014654161781946073,5.564930276256104,-0.0015212475606692112,-0.0042299079372978355,-0.7092857142857143,745000000,2741000000,376000000,9156000000,679000000.0,220000000.0,604000000.0,68.99912075029309,50.56031128404669,174.9727626459144,5.289922480620155,7.219101123595506,2.086038961038961,-0.0017140552530752167,0.74,BLCO
BLCO,2019-12-31,2019,FY,10.794285714285714,0.8514285714285714,2.282857142857143,1.7685714285714285,0.5485714285714286,28.662857142857142,7.494285714285715,28.454285714285714,0.26571428571428574,7000000000.0,6901000000.0,23.48993288590604,1.8528321863419799,8.760951188986233,11.308562197092083,0.7028818154433176,0.7028818154433176,1.8266278454208575,6.894105894105894,8.637046307884857,11.148626817447497,0.04257142857142857,0.08842857142857143,0.009338286976604077,0.008109522148587374,-0.0989010989010989,1.6376811594202898,0.0,2.636963696369637,0.0,0.0,0.27421916357861303,0.06829010058231869,0.6460585978374608,0.22528160200250313,0.04764425622022234,0.3837953091684435,0.013234515616728428,23.347437039780846,0.04019100676482292,0.07341709780734171,-1.1807142857142856,660000000,2623000000,259000000,9066000000,,,,68.8843303335098,72.06480783722682,162.8334589299171,5.298737727910239,5.064885496183206,2.241554054054054,0.029922683000301237,0.5142857142857142,BLCO
COO,2023-10-31,2023,FY,18.147474747474746,1.4858585858585858,3.0681818181818183,1.0858585858585859,0.6101010101010101,38.13636363636363,11.192929292929293,38.13636363636363,13.507575757575758,15432120000.0,17880520000.0,52.454520734194425,4.294812423466548,25.402666666666665,71.7773023255814,2.043718712753278,2.043718712753278,4.9762106200601135,25.38404315729699,29.43295473251029,83.16520930232558,0.019064133767751935,0.013931980829594378,0.3402463249900675,0.22036384221496025,3.4758659852356617,1.7594427244582043,5.062678062678063,2.064921821889871,0.0001943997325059681,0.010197144799456152,0.0,0.03823889569186241,0.4575731844342091,0.6460905349794238,0.10923410887231437,1.0674462877345663,0.01728264499610375,35.70669370309454,0.03753335380989817,0.04652045350326529,-15.969823232323233,735900000,2216200000,-2403000000,7703300000,583750000.0,255350000.0,682150000.0,61.933791606367585,77.38484578644864,217.35125070832996,5.893390191897654,4.716685757922871,1.6793094072865689,0.03896172692358628,1.9823232323232323,COO
COO,2022-10-31,2022,FY,16.776876267748477,1.9563894523326573,3.5111561866125762,2.283975659229209,0.7008113590263692,36.38286004056795,8.518762677484787,36.38286004056795,14.303752535496958,13478619999.999998,16103819999.999998,34.93680663556246,4.074059968564865,19.466522241478913,29.925888099467137,1.878631859171812,1.878631859171812,4.867555313746825,22.614548518466506,23.25797227036395,35.75448490230905,0.028623108300404643,0.0334158838219343,0.38515896135030037,0.24045665358544416,3.6865608762814213,1.1979378222152788,8.858638743455497,1.7947122861586313,0.0002225747146221201,0.007776049766718507,0.0,0.03333937855156571,0.4781288340889117,0.34950895436164064,0.07314714061177609,0.6992198786477897,0.01638254140974489,40.01910145985171,0.04145841170478758,0.06432680283451438,-17.47819472616633,253400000,1679900000,-2784000000,7181100000,536550000.0,205100000.0,607150000.0,61.53941482287511,77.69678302532513,196.3342744695414,5.931158121190391,4.697749196141479,1.8590742802608557,0.053772283161665296,1.2271805273833671,COO
COO,2021-10-31,2021,FY,14.85010162601626,14.96290650406504,3.7530487804878048,2.6636178861788617,0.4872967479674797,35.27439024390244,15.734247967479675,35.27439024390244,8.809959349593496,20760432000.0,22375232000.0,7.050100859170713,7.103655089820359,28.107814784727864,39.60402899656619,2.990554883318928,2.990554883318928,7.656195722840034,33.86594823671863,30.29411318711075,42.684532621136974,0.14184194240273998,0.025249956262952525,0.2464275424949582,0.17808290479065603,2.4440744664749507,2.001502526977189,21.896103896103895,0.25082351343090975,0.00014450566346596258,0.0010187795021564165,0.41443969204448244,0.031719418306244654,0.4003143802960588,0.29027890603845113,0.07336184773310522,0.6931781441965729,0.014987168520102652,108.9755319884554,0.35022303941938704,0.5111705174718351,-9.598704268292684,733200000,3096500000,-1198900000,6183300000,475350000.0,168700000.0,578000000.0,64.3573994867408,60.94031240302059,221.10685838419366,5.671453522220066,5.989467162329616,1.650785519125683,0.42418611351195623,1.089430894308943,COO
COO,2020-10-31,2020,FY,12.377291242362526,1.2138492871690427,2.4775967413441955,0.8971486761710794,0.590122199592668,19.474541751527497,0.45061099796334014,19.474541751527497,10.523421588594704,15664864000.000002,17578964000.0,65.70832214765102,6.444059401867622,32.192486642005754,88.90388195232691,4.095603430244719,4.095603430244719,7.231463244065984,39.90684222474461,36.12610768598438,99.76710556186153,0.015218772406833534,0.011248102760419751,0.5307467057101025,0.3012987012987013,4.345289443813848,1.2686180804460374,8.472826086956522,2.0411073825503356,0.00019151139773699916,0.012583892617449664,0.4082849973260932,0.03838084660002468,0.5545528756957329,0.637895602137279,0.12768933316878522,1.081156391501219,0.015467522316837385,23.0625468892379,0.047640146068952456,0.07943489270958283,-11.12550916496945,269800000,88500000,-1638500000,5548200000,435350000.0,163050000.0,538650000.0,65.37537537537537,71.68842763084477,232.33567682178327,5.583141938447405,5.091477272727273,1.5710028050490883,0.0623300564735411,1.580448065173116,COO
COO,2019-10-31,2019,FY,13.428137651821862,2.361842105263158,3.6093117408906883,2.131072874493927,0.45040485829959515,18.362854251012145,-1.040991902834008,18.362854251012145,9.586538461538462,14375400000.0,16112700000.0,30.802228412256266,5.417728197783975,20.15619742007852,34.1377345048682,3.961802397684994,3.961802397684994,6.072473053440868,23.970098185063968,22.5921200224341,38.263357872239375,0.03246518357750045,0.029293097931188002,0.5033209315143999,0.2910670172922145,2.584498661112764,1.0475418692598595,8.03970588235294,1.5281765588172274,0.00020868984515213487,0.0064281122776944505,0.37559357805080273,0.0326750584156177,0.6110765798071559,0.409562535053281,0.11008517373935328,1.0402421652421652,0.013228310846461144,31.238256236770784,0.09797733632645532,0.1912469778305946,-10.00544028340081,52800000,-205700000,-1482600000,5019100000,405000000.0,148250000.0,487850000.0,59.879588452551445,61.10472897613205,206.35567700200758,6.095566276131404,5.9733510992671555,1.7687906884987177,0.12862064213862479,1.4782388663967612,COO
